registry_id,state,navy,asset_name,ship_prefix,hull_number,designation,class_name,category,subtype,propulsion,commission_date,date_precision,decommission_date,status_1947,status_1985,final_disposition,full_load_tonnes,submerged_displacement_tonnes,standard_crew,standard_air_group,primary_armament_or_payload,principal_role,construction_origin,predecessor_designation,canon_status,source_basis,notes
BRI-00024,Britain,Royal Navy,Warrior,HMS,R31,HMS Warrior,Colossus,Light/assault carrier,Light fleet carrier,Oil-fired geared steam turbine,1946,year,1963,Operational,Decommissioned,Retired or disposed; exact fate open,18600,,1300,48,Forty-eight aircraft; 40 mm and 20 mm antiaircraft guns,Light fleet carrier,Britain,,Explicit canon,Naval transcript § British carriers,Historical class assignment; alternate survival and retirement remain setting canon or extrapolation.
BRI-00497,Britain,Royal Navy,Cassandra,HMS,D142,HMS Cassandra,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1973,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D142 remains the registry identifier."
BRI-00498,Britain,Royal Navy,Cavalier,HMS,D143,HMS Cavalier,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1973,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D143 remains the registry identifier."
BRI-00499,Britain,Royal Navy,Cavendish,HMS,D144,HMS Cavendish,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1974,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D144 remains the registry identifier."
BRI-00500,Britain,Royal Navy,Chaplet,HMS,D145,HMS Chaplet,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1974,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D145 remains the registry identifier."
BRI-00501,Britain,Royal Navy,Charity,HMS,D146,HMS Charity,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1974,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D146 remains the registry identifier."
BRI-00502,Britain,Royal Navy,Chequers,HMS,D147,HMS Chequers,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1974,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D147 remains the registry identifier."
BRI-00503,Britain,Royal Navy,Cheviot,HMS,D148,HMS Cheviot,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1974,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D148 remains the registry identifier."
BRI-00504,Britain,Royal Navy,Chevron,HMS,D149,HMS Chevron,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1974,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D149 remains the registry identifier."
BRI-00505,Britain,Royal Navy,Chieftain,HMS,D150,HMS Chieftain,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D150 remains the registry identifier."
BRI-00506,Britain,Royal Navy,Childers,HMS,D151,HMS Childers,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D151 remains the registry identifier."
BRI-00507,Britain,Royal Navy,Chivalrous,HMS,D152,HMS Chivalrous,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D152 remains the registry identifier."
BRI-00508,Britain,Royal Navy,Cockade,HMS,D153,HMS Cockade,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D153 remains the registry identifier."
BRI-00509,Britain,Royal Navy,Comet,HMS,D154,HMS Comet,S through C war-emergency groups,Destroyer,Late war-emergency destroyer,Oil-fired geared steam turbine; two shafts,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",2545,,186,,Four 120 mm guns; 40 mm and 20 mm antiaircraft guns; eight 533 mm torpedo tubes; depth charges,"Fleet screening, convoy escort, and bombardment",Britain,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical S through C war-emergency groups characteristics; https://en.wikipedia.org/wiki/War_Emergency_Programme_destroyers,"Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded. Personal name assigned from the S through C war-emergency groups roster or its period-correct continuation; pennant D154 remains the registry identifier."
